,latitud,longitud,property_rooms,property_surface_total,property_type_Departamento,property_type_PH
256181,-34.5939101,-58.4067718,4.0,142.0,1,0
171540,-34.6103188981,-58.5022212963,2.0,36.0,0,1
123584,-34.6186668803,-58.4286292391,2.0,50.0,1,0
456164,-34.636174,-58.44409,4.0,114.0,1,0
339873,-34.5455022,-58.4785527,1.0,55.8,1,0
451177,-34.6280254,-58.3709853,4.0,113.0,1,0
93286,-34.667146654,-58.4426593789,5.0,151.0,1,0
304242,-34.5647726,-58.4597729,2.0,40.0,1,0
30556,-34.6087808397,-58.4798383713,4.0,120.0,1,0
253044,-34.612297,-58.479114,3.0,140.0,1,0
186204,-34.5581746,-58.4583619,1.0,33.0,1,0
239896,-34.6042021,-58.426116,1.0,37.0,1,0
45742,-34.5468628291,-58.4564495087,1.0,30.0,1,0
59127,-34.6188706,-58.427108,3.0,72.0,1,0
171596,-34.5799921,-58.47524,4.0,119.2,1,0
425623,-34.617007,-58.414232,3.0,100.0,0,1
343421,-34.562337,-58.468009,2.0,63.0,1,0
277454,-34.5962857,-58.4150713,2.0,45.0,1,0
449758,-34.6055282,-58.4150314,2.0,40.0,1,0
404340,-34.6289153,-58.4138506,1.0,34.0,1,0
323266,-34.5913912863,-58.5067584995,2.0,61.0,1,0
79554,-34.6002435,-58.5024785,2.0,79.0,1,0
144255,-34.5903835,-58.4035182,2.0,104.9,1,0
247143,-34.6228034,-58.4041716,3.0,52.0,1,0
162377,-34.6189567,-58.4331265,5.0,104.0,1,0
321837,-34.6047539,-58.499114,4.0,174.0,0,1
343335,-34.6387537,-58.4662255,3.0,56.0,1,0
86941,-34.6304423756,-58.4427306715,4.0,134.0,1,0
254936,-34.5880129,-58.5066444,2.0,40.0,1,0
106756,-34.5583948,-58.4639958,3.0,115.0,1,0
152060,-34.5637396,-58.4607817,2.0,70.0,1,0
411220,-34.5827,-58.40568,1.0,35.0,1,0
195267,-34.568553,-58.449638,4.0,133.0,1,0
213891,-34.6186548,-58.4987096,4.0,88.6,1,0
53678,-34.5620288,-58.4436953,5.0,253.0,1,0
257131,-34.5903148,-58.3852143,4.0,184.0,1,0
150725,-34.6088825,-58.3768414,2.0,37.0,1,0
126374,-34.6282179,-58.3764245,4.0,251.0,0,0
329590,-34.6410082,-58.5138611,3.0,88.0,1,0
244512,-34.6053081,-58.4289269,3.0,110.0,1,0
58004,-34.5867808,-58.4510181,1.0,40.0,1,0
190094,-34.569011,-58.502605,2.0,44.0,1,0
377880,-34.5965281,-58.3927491,8.0,278.6,1,0
124675,-34.5541308,-58.4367161,1.0,40.0,1,0
30357,-34.619264,-58.3845111,3.0,57.0,1,0
165421,-34.5796943,-58.4722307,1.0,31.0,1,0
422270,-34.5552767,-58.4497657,3.0,96.0,1,0
218620,-34.6041442,-58.4555736,1.0,65.0,1,0
164493,-34.6313058,-58.4007781,2.0,40.0,1,0
48049,-34.5796442,-58.4247599,1.0,48.9,1,0
43878,-34.5660948,-58.4599358,4.0,171.0,1,0
425547,-34.6041203,-58.4169575,1.0,60.0,1,0
12816,-34.6361006,-58.4419046,3.0,67.0,1,0
251806,-34.59111214606588,-58.45235571189213,5.0,160.0,0,0
382931,-34.6019772,-58.3957937,1.0,46.0,1,0
398445,-34.601053,-58.4682183,4.0,86.0,1,0
324883,-34.573795,-58.498602,5.0,167.0,0,0
459972,-34.624115,-58.377084,2.0,40.0,1,0
36218,-34.642282355,-58.4587347507,1.0,28.0,1,0
248287,-34.6297129,-58.4494859,3.0,98.0,1,0
293747,-34.589917428,-58.3961925876,1.0,40.0,1,0
40793,-34.5643678,-58.4607996,2.0,41.0,1,0
277476,-34.5871141937,-58.4028911591,1.0,34.0,1,0
135516,-34.5950075,-58.440472,3.0,94.0,1,0
114195,-34.6024845,-58.3773438,2.0,34.0,1,0
9668,-34.562025639,-58.4646892548,3.0,77.0,1,0
7751,-34.6037677,-58.433634,4.0,73.0,1,0
101212,-34.6297311,-58.4103559,1.0,34.0,1,0
426004,-34.597404,-58.423818,1.0,30.0,1,0
234229,-34.5481037,-58.4827236,3.0,56.0,0,1
449717,-34.6217824,-58.4244518,1.0,44.0,1,0
399688,-34.621638,-58.383043,1.0,24.0,1,0
230934,-34.5549735,-58.4936359,2.0,65.0,1,0
449577,-34.541616,-58.4733768,3.0,70.0,1,0
293949,-34.6532182,-58.4843685,2.0,49.0,1,0
265439,-34.6120926,-58.5162381,3.0,86.6,1,0
9642,-34.5920482418319,-58.453775846553896,2.0,39.0,1,0
213859,-34.563005,-58.453674,3.0,79.0,1,0
187701,-34.581523,-58.410986,5.0,88.0,1,0
269277,-34.6126056,-58.4806247,2.0,72.0,1,0
426000,-34.5881703,-58.4300908,1.0,23.0,1,0
416067,-34.6233708,-58.3978983,4.0,83.0,1,0
218514,-34.6133771948,-58.3860936116,2.0,55.0,1,0
380310,-34.6472533,-58.5204441,5.0,170.0,0,1
452330,-34.5472767,-58.4697556,1.0,48.0,1,0
237393,-34.629955,-58.4144042,2.0,53.0,0,1
307975,-34.5960777757,-58.3924267661,3.0,52.0,1,0
268213,-34.6295884497,-58.4361076355,1.0,27.0,1,0
112059,-34.637323,-58.4764088,1.0,44.0,1,0
393351,-34.5537916,-58.4932323,5.0,261.0,0,1
240350,-34.6248034556,-58.4314727783,4.0,96.0,1,0
40856,-34.588762,-58.3896907,6.0,191.0,1,0
281218,-34.5719503,-58.4489567,1.0,26.0,1,0
168080,-34.6119558,-58.4334097,2.0,42.0,1,0
175952,-34.6046375,-58.4183425,3.0,60.0,1,0
224376,-34.6194061,-58.4519993,1.0,32.0,1,0
213945,-34.605723,-58.405866,5.0,169.0,1,0
265687,-34.6420983,-58.409051,4.0,130.0,0,1
76747,-34.5752822823,-58.4196584116,4.0,86.0,1,0
447645,-34.6038472,-58.4076038,3.0,45.0,1,0
63000,-34.592620775604175,-58.45511867554723,2.0,40.0,1,0
328272,-34.5783851,-58.4827682,4.0,116.0,1,0
142140,-34.5997987,-58.3901114,3.0,60.0,1,0
255876,-34.5444664,-58.4710322,1.0,33.0,1,0
148045,-34.5789797,-58.4704832,1.0,59.0,1,0
291641,-34.5613612,-58.4637579,2.0,64.0,1,0
431155,-34.6220839,-58.3986464,1.0,37.0,1,0
370417,-34.5802984,-58.4832918,3.0,230.0,1,0
408471,-34.6288836,-58.4536179,2.0,53.6,1,0
186357,-34.6447,-58.5,2.0,53.0,1,0
272547,-34.6374535,-58.3642148,4.0,83.0,0,1
243103,-34.5800605,-58.4395272,2.0,56.0,1,0
244696,-34.5878555,-58.3862858,3.0,81.0,1,0
372571,-34.5412501,-58.4729664,2.0,60.0,1,0
232833,-34.6337572,-58.4573353,2.0,41.0,1,0
322920,-34.5644832,-58.4626875,4.0,81.0,1,0
421046,-34.6260828,-58.4924523,3.0,85.0,0,1
64883,-34.6063121,-58.4932263,2.0,45.0,0,0
447192,-34.6375375,-58.4772236,1.0,38.0,1,0
94711,-34.5930202,-58.4120797,2.0,38.0,1,0
356599,-34.5800637,-58.4255296,1.0,33.0,1,0
70739,-34.575764,-58.4949125,1.0,46.8,1,0
72611,-34.589077,-58.409986,3.0,76.0,1,0
97985,-34.5551752674,-58.4905755307,3.0,74.0,1,0
254256,-34.5791303,-58.4124886,4.0,130.0,1,0
271966,-34.6084127,-58.4163583,3.0,61.0,1,0
406256,-34.5745935,-58.4232755,2.0,50.0,1,0
59300,-34.6178447,-58.4358109,5.0,118.0,1,0
195341,-34.5967658,-58.4086403,2.0,41.0,1,0
167791,-34.6310925,-58.4895548,4.0,108.0,1,0
96728,-34.6081393,-58.3805833,2.0,53.0,1,0
121759,-34.6079068,-58.3891417,2.0,37.0,1,0
123572,-34.6065567,-58.4089821,3.0,75.0,1,0
189961,-34.6289351642,-58.4386181831,1.0,40.0,1,0
389088,-34.5685133,-58.4906032,2.0,32.6,0,1
79154,-34.5601466,-58.4583399,2.0,65.0,1,0
411669,-34.625015,-58.5083618,1.0,50.0,1,0
118939,-34.5875082,-58.4505811,4.0,88.0,1,0
455256,-34.6299108,-58.4094218,2.0,46.0,1,0
33462,-34.5828496,-58.4263709,2.0,34.0,1,0
382326,-34.6068013,-58.4163738,2.0,44.0,1,0
146214,-34.6044871,-58.4943389,2.0,78.0,1,0
71528,-34.5885022,-58.3880953,3.0,100.0,1,0
269667,-34.5792979,-58.4348134,1.0,32.0,1,0
160399,-34.6030236042,-58.3795349051,1.0,21.0,1,0
157741,-34.5998354,-58.3941953,1.0,37.0,1,0
123742,-34.5987067,-58.4422438,5.0,90.0,1,0
38060,-34.59184675402357,-58.45341043354323,2.0,64.0,1,0
317281,-34.5984754,-58.4425395,1.0,26.0,1,0
223759,-34.6175356,-58.4190077,2.0,40.0,1,0
165453,-34.6168619789,-58.4904905206,4.0,140.0,1,0
205150,-34.5801265,-58.4829713,3.0,69.0,1,0
286202,-34.5757021,-58.4386315,4.0,96.0,0,1
406895,-34.5873465,-58.4774747,2.0,47.0,1,0
35223,-34.5987599,-58.4027099,3.0,104.0,1,0
50591,-34.5861046,-58.4248758,2.0,33.0,1,0
281108,-34.596962,-58.41096,1.0,33.0,1,0
228988,-34.5870736,-58.4247385,3.0,103.0,1,0
206257,-34.6482455729,-58.3886653392,4.0,92.0,1,0
342481,-34.5794281,-58.4135885,3.0,96.0,0,1
354142,-34.5693854,-58.4514515,2.0,46.0,1,0
238199,-34.655278,-58.523593,2.0,50.0,1,0
96338,-34.5870715,-58.4268846,1.0,30.0,1,0
23169,-34.6086277799,-58.4010028839,3.0,57.0,1,0
269204,-34.6182959,-58.397364,4.0,81.0,1,0
443681,-34.5528584059,-58.454408946,3.0,115.0,1,0
60796,-34.5728974,-58.4781965,1.0,43.0,1,0
197716,-34.611864,-58.4501772,2.0,66.0,1,0
272790,-34.5702535,-58.4329542,6.0,179.0,1,0
354014,-34.5965399,-58.418734,3.0,61.0,1,0
316350,-34.58936760422914,-58.44845575079444,5.0,240.0,1,0
89559,-34.6156005,-58.387115,6.0,175.0,1,0
456272,-34.605724,-58.4842865,4.0,140.0,1,0
264615,-34.628707,-58.409318,2.0,63.0,1,0
423643,-34.598954,-58.3971304,1.0,50.0,1,0
431299,-34.5718944,-58.5027207,2.0,63.0,0,1
256719,-34.5559179,-58.4610818,5.0,102.0,1,0
18206,-34.6134254,-58.4027242,3.0,55.0,1,0
390922,-34.5761869,-58.4369765,3.0,68.0,1,0
155472,-34.5519155,-58.4612304,4.0,74.0,1,0
377705,-34.5529517,-58.4545861,2.0,54.0,1,0
3645,-34.5766203251,-58.4388756752,2.0,39.0,1,0
443093,-34.6262569,-58.387012,3.0,114.0,0,1
411418,-34.5625089,-58.4598067,2.0,51.0,1,0
399846,-34.565833,-58.492025,2.0,55.0,1,0
59344,-34.5928417,-58.4083267,2.0,36.0,1,0
311509,-34.6248571,-58.3856105,3.0,61.0,1,0
15832,-34.6057934,-58.4886936,2.0,41.0,1,0
195477,-34.6286227,-58.3877463,2.0,65.0,1,0
366797,-34.6241417,-58.4457768,2.0,94.0,0,1
229312,-34.592262628201894,-58.45469761811804,3.0,63.5,1,0
152237,-34.6209977,-58.4337283,2.0,50.0,1,0
316912,-34.6238108,-58.4510062,2.0,41.0,1,0
428042,-34.5942257,-58.3994119,3.0,59.0,1,0
46282,-34.5932838,-58.3785717,3.0,130.0,1,0
226220,-34.570265,-58.440527,3.0,54.0,1,0
49748,-34.6190462,-58.4333156,3.0,100.0,1,0
75839,-34.6466654,-58.5100465,2.0,78.0,0,1
63031,-34.5979611,-58.410186,2.0,50.0,1,0
139097,-34.6175851,-58.41832,1.0,45.0,1,0
272824,-34.616866,-58.456149,2.0,40.0,1,0
144528,-34.5743936,-58.4488041,3.0,52.0,1,0
402165,-34.6075917,-58.4740507,2.0,64.0,0,1
294102,-34.5536223,-58.4495272,5.0,92.0,0,1
333365,-34.6248248,-58.5040283,1.0,35.0,1,0
195463,-34.5941481,-58.4421306,1.0,36.0,1,0
230542,-34.60677,-58.4216606,2.0,43.0,1,0
126021,-34.5830391,-58.4143557,5.0,187.0,1,0
398986,-34.6138568,-58.3789296,1.0,29.0,1,0
83816,-34.582386,-58.408083,1.0,42.0,1,0
92148,-34.5747746,-58.4390396,2.0,43.0,1,0
413708,-34.5823709,-58.4059947,5.0,162.0,1,0
115247,-34.6641233,-58.5048225,6.0,180.0,0,1
155583,-34.5936265,-58.4360823,3.0,70.0,0,1
91994,-34.5636159833,-58.4764909744,4.0,101.0,1,0
89493,-34.5776471,-58.4060644,2.0,142.0,1,0
428107,-34.592648830758336,-58.45521736792607,1.0,32.0,1,0
452604,-34.6037379,-58.3984429,5.0,100.0,1,0
319780,-34.6192375325,-58.4057324429,3.0,80.0,1,0
131399,-34.5875627,-58.4286129,1.0,51.9,1,0
19583,-34.5956325,-58.41645,2.0,116.0,1,0
343505,-34.5880644,-58.4118712,2.0,58.0,1,0
365272,-34.5871058,-58.4114285,3.0,64.0,1,0
403057,-34.5664801,-58.4343422,3.0,61.0,1,0
43868,-34.6156048,-58.4135983,1.0,27.0,1,0
234194,-34.6067909,-58.4698426,1.0,34.0,1,0
350799,-34.6021382,-58.4382935,5.0,150.0,0,0
368557,-34.5932877,-58.4443029,1.0,47.3,1,0
375889,-34.686763,-58.458832,3.0,60.0,1,0
172461,-34.5557703,-58.4577542,2.0,68.0,1,0
96776,-34.5848205,-58.4651897,3.0,55.0,1,0
293390,-34.5723841184,-58.4473755804,2.0,60.0,1,0
373843,-34.5853440898,-58.4236375965,2.0,41.0,1,0
273436,-34.6336771,-58.4234441,3.0,42.0,1,0
399535,-34.603858,-58.376447,2.0,38.0,1,0
168201,-34.6167248,-58.383489,1.0,41.0,1,0
446462,-34.6294244,-58.4522518,2.0,60.0,1,0
324141,-34.6190553,-58.3901625,2.0,43.0,1,0
29130,-34.581097,-58.492935,3.0,62.0,0,1
413683,-34.59245320065099,-58.454785274837725,1.0,38.0,1,0
22788,-34.5881377,-58.4164677,4.0,91.0,1,0
427143,-34.566906,-58.4592057,4.0,76.0,1,0
460004,-34.6170015,-58.3628418,2.0,60.0,1,0
327254,-34.5985416287,-58.4211585915,2.0,30.0,1,0
188875,-34.5473082068,-58.4766426025,2.0,55.0,1,0
430791,-34.6016315,-58.4551699,3.0,50.0,1,0
215655,-34.6000508,-58.4332461,2.0,42.0,1,0
428402,-34.6165036,-58.4089169,3.0,59.0,1,0
129370,-34.637388,-58.4473428,3.0,64.0,1,0
436404,-34.5956508,-58.3892014,4.0,122.0,1,0
329990,-34.61585,-58.442947,3.0,42.0,1,0
171592,-34.5702919,-58.4843102,1.0,47.0,1,0
26720,-34.6023594,-58.4364885,3.0,86.0,0,1
426033,-34.597401845,-58.4237158298,1.0,27.0,1,0
197029,-34.5920773,-58.4104413,4.0,73.0,1,0
55479,-34.630384,-58.5027736,5.0,262.6,0,0
202811,-34.5787478,-58.4354229,1.0,32.0,1,0
331258,-34.5859985,-58.4544363,3.0,98.0,0,1
296934,-34.6289075,-58.4400227,3.0,60.0,1,0
242220,-34.568653,-58.443848,2.0,52.0,1,0
232943,-34.598281,-58.4235013,2.0,38.0,1,0
86111,-34.6163467966,-58.4324123927,4.0,152.5,1,0
442557,-34.5862899,-58.3879641,2.0,48.0,0,0
231172,-34.5836726,-58.4699428,1.0,30.0,1,0
428604,-34.629493,-58.448592,3.0,80.0,1,0
119190,-34.6037383,-58.4208993,1.0,50.0,1,0
72430,-34.5628218,-58.4720119,2.0,34.0,1,0
43827,-34.6139665,-58.4657067,3.0,57.0,1,0
426204,-34.5853408,-58.4130446,3.0,75.0,1,0
121755,-34.557436721,-58.4548884323,2.0,46.0,1,0
122447,-34.5791666,-58.4838567,4.0,112.0,0,1
167963,-34.5883129,-58.3885762,6.0,287.3,1,0
18880,-34.5648717853,-58.4516521748,2.0,59.0,1,0
37505,-34.6148134,-58.4807752,1.0,41.0,1,0
390457,-34.6098561,-58.4982317,2.0,63.0,1,0
334380,-34.61959,-58.439375,5.0,115.0,1,0
143397,-34.6301097,-58.4789409,1.0,35.0,1,0
404991,-34.6035969655,-58.3765101561,1.0,20.0,1,0
214167,-34.6028856,-58.4665166,1.0,48.0,1,0
425440,-34.553505,-58.4641996,7.0,206.0,1,0
389408,-34.6150008,-58.507051,4.0,150.0,0,0
99508,-34.5808009,-58.5054065,2.0,61.8,1,0
332208,-34.6075523,-58.4261068,3.0,64.0,1,0
444287,-34.6160145,-58.3618883,2.0,66.0,1,0
428632,-34.6181949107,-58.4362330709,3.0,72.0,1,0
281824,-34.571179,-58.431863,1.0,32.0,1,0
59126,-34.6079636,-58.4147582,3.0,56.0,1,0
14181,-34.5892188,-58.4846032,3.0,84.0,0,1
318085,-34.618305,-58.442568,3.0,70.0,1,0
225595,-34.615703,-58.4651537,2.0,50.0,1,0
232832,-34.6274591,-58.4617472,5.0,176.0,1,0
199533,-34.620095,-58.4102798,3.0,62.0,0,1
143841,-34.5536924,-58.4618113,1.0,57.0,1,0
114713,-34.6014654,-58.424287,1.0,49.0,1,0
9677,-34.557254,-58.445597,2.0,58.0,1,0
93208,-34.6196826766,-58.3838045597,3.0,82.0,1,0
272473,-34.5808009,-58.5054065,3.0,74.0,1,0
85743,-34.5658592,-58.4628659,4.0,199.0,1,0
106459,-34.5661291,-58.4565837,2.0,35.0,1,0
148041,-34.5789797,-58.4704832,1.0,63.0,1,0
187883,-34.6353618575,-58.448767662,3.0,82.0,1,0
128770,-34.5909668,-58.4120988,3.0,92.0,1,0
93319,-34.5731341,-58.4840377,3.0,67.0,1,0
351250,-34.5849858,-58.5025352,3.0,61.0,1,0
33315,-34.607537,-58.41748,3.0,66.0,1,0
318232,-34.6433867,-58.4918905,3.0,170.0,0,1
275080,-34.6144241,-58.3947533,3.0,74.0,1,0
152609,-34.5828556,-58.4396599,4.0,183.0,0,1
304624,-34.5864861,-58.4066663,4.0,154.0,1,0
443887,-34.5697202,-58.4604444,4.0,105.0,1,0
409200,-34.643008,-58.516409,3.0,69.6,1,0
426128,-34.588066,-58.439418,2.0,59.0,1,0
404999,-34.5961997,-58.447842,3.0,68.0,1,0
456158,-34.631813,-58.4364,4.0,119.0,1,0
133797,-34.6054911705,-58.373837471,2.0,35.0,1,0
397326,-34.608084,-58.4147645,3.0,66.0,1,0
174496,-34.6181851,-58.4977671,4.0,80.0,1,0
301409,-34.5949208,-58.385718,5.0,206.7,1,0
263107,-34.6500533,-58.5242261,5.0,100.0,0,0
321528,-34.6119804,-58.4687187,2.0,42.0,1,0
96479,-34.5639326,-58.4651224,1.0,36.0,1,0
406304,-34.5936501,-58.4073547,3.0,45.0,1,0
131789,-34.624851,-58.434546,4.0,88.0,1,0
231187,-34.5744826,-58.4828094,2.0,39.0,1,0
302686,-34.6114599255,-58.4157055794,3.0,58.0,1,0
442289,-34.647028,-58.3707691,4.0,85.0,0,1
346183,-34.5962844412,-58.3841570693,3.0,175.0,1,0
25804,-34.5746498,-58.4408364,3.0,66.0,1,0
345094,-34.5954974,-58.4026346,4.0,90.0,1,0
455383,-34.5706402,-58.4768541,2.0,41.0,1,0
149331,-34.6286134,-58.37209,4.0,87.0,1,0
321991,-34.6557502,-58.5112117,3.0,109.0,0,1
177864,-34.5882808,-58.4144714,3.0,64.0,1,0
291764,-34.5909907,-58.3964855,2.0,35.0,1,0
144807,-34.5871551,-58.4481155,4.0,196.0,0,1
444024,-34.5945454,-58.387578,4.0,119.0,1,0
336146,-34.5675238,-58.4497391,3.0,60.0,1,0
75114,-34.5978248,-58.3769826,1.0,15.0,1,0
170851,-34.6365241,-58.451914,4.0,140.0,1,0
427929,-34.6036084,-58.460762,2.0,52.0,1,0
251013,-34.59192639662135,-58.45358203701984,1.0,43.0,1,0
362183,-34.5663966,-58.452294,2.0,49.0,1,0
137462,-34.5616978,-58.4513501,3.0,69.0,1,0
92035,-34.5694152,-58.4321437,3.0,92.5,1,0
130878,-34.6177357,-58.4742636,5.0,147.5,0,0
367553,-34.5997987,-58.3901114,3.0,60.0,1,0
300472,-34.5906945,-58.4356814,1.0,28.0,1,0
134125,-34.6345483,-58.5107732,2.0,61.0,0,1
344116,-34.589003,-58.506403,2.0,68.0,1,0
316886,-34.6142092,-58.4343638,4.0,89.0,1,0
436244,-34.5589247,-58.4611693,4.0,132.0,1,0
415531,-34.615667,-58.407011,3.0,60.0,1,0
63167,-34.5841194,-58.5039944,3.0,69.0,0,1
434470,-34.6130852,-58.499976,2.0,55.0,1,0
17944,-34.5981477,-58.4483373,2.0,43.0,1,0
5063,-34.6186086555,-58.4502586525,3.0,86.0,1,0
31130,-34.5811363,-58.4404107,3.0,60.0,1,0
388437,-34.6062516735,-58.419851146,3.0,56.0,1,0
48565,-34.6249618,-58.5147673,2.0,38.0,1,0
345106,-34.6033627,-58.4098539,3.0,89.0,1,0
244617,-34.5690522,-58.4504889,1.0,39.0,1,0
172357,-34.5636726,-58.48074,1.0,22.0,1,0
419360,-34.5753355,-58.4836326,3.0,97.0,1,0
82482,-34.6244262,-58.3973636,2.0,30.0,1,0
381230,-34.6097289,-58.4215867,2.0,24.0,1,0
351211,-34.6323126573,-58.4063015577,3.0,68.0,1,0
444199,-34.6091448,-58.5022846,1.0,40.0,1,0
133178,-34.602954436,-58.3786496864,2.0,58.0,1,0
213968,-34.59182739428754,-58.453369790765976,3.0,65.0,1,0
258469,-34.5787346,-58.4740778,3.0,83.0,1,0
284840,-34.5506469,-58.4472642,5.0,171.0,1,0
3772,-34.5703304355,-58.4626293182,5.0,181.0,1,0
253216,-34.5859985,-58.4544363,4.0,66.0,0,1
114951,-34.5595153,-58.4455045,1.0,32.0,1,0
239891,-34.6042021,-58.426116,2.0,51.0,1,0
290658,-34.5656574,-58.4358327,1.0,42.0,1,0
195547,-34.6016455,-58.4900432,2.0,46.0,1,0
11076,-34.58894100180751,-58.44761693187021,5.0,202.0,1,0
185011,-34.5679882,-58.4768372,3.0,90.0,1,0
157224,-34.5662509,-58.4660232,3.0,61.0,1,0
232825,-34.633985,-58.469989,2.0,80.0,1,0
233230,-34.556959,-58.45486,2.0,30.0,1,0
313523,-34.5910038021,-58.4116957557,4.0,66.0,1,0
117993,-34.5998273,-58.3756429,3.0,114.0,1,0
448239,-34.6291093,-58.3660384,3.0,55.0,1,0
142389,-34.5698346,-58.4889231,1.0,47.0,1,0
446271,-34.607259,-58.3893588,3.0,77.0,1,0
445169,-34.601382,-58.4301399,1.0,25.0,1,0
235503,-34.5943566634,-58.5045576096,4.0,76.0,1,0
124435,-34.5655219496,-58.4728038767,2.0,46.0,1,0
70119,-34.5927876,-58.3979632,6.0,159.2,1,0
75052,-34.6308950053,-58.4603977203,3.0,46.0,1,0
99326,-34.5733904,-58.4572243,3.0,84.3,1,0
413993,-34.5983583,-58.4081071,4.0,300.0,1,0
168593,-34.571814,-58.4857807,3.0,96.9,1,0
388470,-34.5860794,-58.4404214,2.0,61.0,1,0
90724,-34.6600786,-58.5031222,6.0,275.0,0,0
57924,-34.5533879,-58.4924911,2.0,60.0,1,0
437969,-34.6177017,-58.4397534,3.0,76.0,1,0
120208,-34.6371873,-58.4175996,2.0,62.0,0,1
125911,-34.5457433,-58.4590301,3.0,88.0,1,0
135001,-34.5770923,-58.4228644,1.0,25.0,1,0
228087,-34.5977489,-58.403264,1.0,48.0,1,0
11055,-34.5881292,-58.3862807,4.0,81.0,1,0
170208,-34.5539217,-58.4601675,4.0,114.0,1,0
323043,-34.6188273,-58.4457457,3.0,75.0,1,0
189010,-34.6529732,-58.509236,3.0,94.0,0,1
149102,-34.5913355,-58.4258415,3.0,86.0,1,0
211493,-34.5636463,-58.4831988,2.0,52.0,1,0
93104,-34.5876717,-58.4034679,4.0,147.0,1,0
404828,-34.608516,-58.447881,1.0,45.0,1,0
456101,-34.6901536,-58.4761331,2.0,40.0,1,0
210445,-34.636686,-58.428383,3.0,74.0,1,0
293113,-34.6234494,-58.426312,2.0,73.9,1,0
270865,-34.6218094,-58.3684721,4.0,100.0,1,0
65034,-34.6610682,-58.4738421,4.0,200.0,0,0
441091,-34.6011593,-58.3981059,1.0,33.0,1,0
432725,-34.6067384,-58.3894258,4.0,137.0,0,1
129236,-34.5943369,-58.4406526,2.0,44.0,1,0
398878,-34.6259136,-58.4333234,4.0,124.0,1,0
60075,-34.6148162,-58.4355924,2.0,94.6,1,0
380019,-34.5985412,-58.3770632,1.0,39.0,1,0
256393,-34.5887429,-58.4207631,3.0,92.0,1,0
428567,-34.6156493,-58.445063,3.0,70.0,1,0
290545,-34.5862768,-58.4401878,1.0,45.0,1,0
449,-34.5794262,-58.4334386,1.0,41.0,1,0
452268,-34.5921887,-58.3782939,4.0,157.0,1,0
383562,-34.5994224789,-58.4949582551,4.0,108.0,1,0
287964,-34.6253728,-58.5295189,3.0,76.0,0,1
432008,-34.6293947,-58.4305341,4.0,137.0,0,0
229271,-34.601551,-58.3851921,4.0,70.0,1,0
299240,-34.5805275,-58.4650258,3.0,67.0,0,1
205259,-34.6240243,-58.4607864,1.0,35.0,0,1
336608,-34.6198319,-58.5056691,2.0,42.0,1,0
254512,-34.5927917,-58.3979827,1.0,38.0,1,0
118745,-34.5862361758,-58.4386168077,2.0,60.0,1,0
189653,-34.655278,-58.523593,2.0,50.0,1,0
429772,-34.6250472,-58.5273354,4.0,178.0,0,0
261147,-34.600678,-58.446616,4.0,86.0,1,0
58917,-34.570767,-58.483064,5.0,126.0,0,0
222373,-34.5856136,-58.4149804,1.0,45.0,1,0
438529,-34.5957206,-58.3833673,1.0,23.0,1,0
133802,-34.5993002,-58.4343041,3.0,84.0,1,0
456256,-34.6064525,-58.477608,3.0,138.0,0,1
143294,-34.6486424442,-58.4165670675,3.0,74.7,1,0
32760,-34.633378,-58.359466,3.0,89.0,0,1
6340,-34.6491839,-58.5011478,2.0,38.0,1,0
97805,-34.5837883,-58.399918,4.0,117.0,1,0
369279,-34.6297311,-58.4103559,1.0,33.0,1,0
22721,-34.6018369,-58.421479,2.0,44.0,1,0
446473,-34.6132878,-58.4312694,1.0,37.0,1,0
113568,-34.5814416,-58.4053187,4.0,139.0,1,0
111429,-34.5872759,-58.3998486,3.0,50.2,1,0
19586,-34.574681,-58.4399746,2.0,52.0,1,0
167263,-34.5653652,-58.4356817,4.0,196.0,1,0
183384,-34.5936314,-58.4359692,1.0,48.0,1,0
176864,-34.590408716589835,-58.45054834695699,4.0,140.0,0,1
360382,-34.5902948,-58.395775,2.0,42.0,1,0
103779,-34.595903,-58.4023964,3.0,73.0,1,0
402869,-34.560917,-58.4727759,2.0,60.0,1,0
195634,-34.6284139,-58.5082459,3.0,125.0,0,1
434674,-34.59944,-58.4860741,2.0,50.0,1,0
341387,-34.6307839,-58.4620593,3.0,85.0,1,0
41920,-34.584596,-58.464357,3.0,78.0,1,0
115191,-34.6104747,-58.4437776,5.0,231.0,0,1
386919,-34.5714336,-58.4308711,3.0,163.0,0,1
217854,-34.6226513,-58.4468738,4.0,166.0,1,0
376352,-34.6225388,-58.4617285,3.0,73.0,1,0
213889,-34.6347011,-58.4829326,2.0,60.0,1,0
198204,-34.6366502,-58.4856833,4.0,77.0,0,1
387402,-34.6285256,-58.4827379,4.0,148.0,1,0
23406,-34.605542,-58.511662,2.0,49.0,1,0
295240,-34.597154,-58.3781835,1.0,45.0,1,0
257089,-34.5959337,-58.3959983,6.0,238.0,1,0
155518,-34.5917969,-58.4123649,4.0,101.0,1,0
376033,-34.6179971,-58.4757957,2.0,57.0,1,0
41650,-34.590738445,-58.3839893509,3.0,136.0,1,0
257151,-34.5947627,-58.3901869,1.0,45.0,1,0
296905,-34.5887998,-58.3958805,4.0,145.0,1,0
129104,-34.5991171,-58.408415,4.0,135.0,1,0
11051,-34.5909796699764,-58.451453818414265,3.0,72.0,1,0
426327,-34.6528811434,-58.4189713405,3.0,71.0,1,0
